file,session_started,n_calls,n_success,n_failed,models,lat_ms_p50,lat_ms_mean,lat_ms_max,sum_llm_s,wall_span_s,llm_share
llm-communication-20260427-223414.log,2026-04-27T22:34:14.253000,8827,8827,0,"{""local|qwen2.5-coder:14b"": 8827}",12043,13911.8,109693,122799.4,181314.3,0.677
llm-communication-20260427-224852.log,2026-04-27T22:48:52.535000,8632,8632,0,"{""local|qwen2.5-coder:14b"": 8632}",12223.0,13796.3,92192,119089.4,177899.2,0.669
llm-communication-20260430-203622.log,2026-04-30T20:36:22.405000,13,13,0,"{""local|qwen2.5-coder:14b"": 13}",2054,4242.2,11504,55.1,55.5,0.994
llm-communication-20260430-220756.log,2026-04-30T22:07:56.868000,8994,8994,0,"{""local|qwen2.5-coder:14b"": 8994}",6704.5,8590.8,80838,77265.2,139265.8,0.555
llm-communication-20260502-225524.log,2026-05-02T22:55:24.906000,11433,11433,0,"{""local|qwen2.5-coder:14b"": 11433}",6016,8327.8,88922,95212.0,172287.2,0.553
llm-communication-20260505-004805.log,2026-05-05T00:48:05.030000,19,18,0,"{""local|qwen2.5-coder:14b"": 19}",1868.0,3368.2,11510,60.6,61.7,0.982
llm-communication-20260505-032137.log,2026-05-05T03:21:37.684000,2570,2570,0,"{""local|qwen2.5-coder:14b"": 2570}",2827.0,6803.4,36057,17484.8,32514.4,0.538
llm-communication-20260505-122355.log,2026-05-05T12:23:55.895000,13033,0,13033,"{""deepseek-api|deepseek-chat"": 13033}",320,330.4,1040,4306.4,35803.6,0.12
llm-communication-20260505-223637.log,2026-05-05T22:36:37.339000,495,0,495,"{""deepseek-api|deepseek-chat"": 495}",319,329.4,1055,163.0,170.4,0.957
llm-communication-20260505-224129.log,2026-05-05T22:41:29.158000,47,46,0,"{""deepseek-api|deepseek-chat"": 47}",1462.5,1568.3,4354,72.1,75.2,0.959
llm-communication-20260505-225616.log,2026-05-05T22:56:16.686000,7871,7871,0,"{""deepseek-api|deepseek-chat"": 7871}",1905,2644.2,193325,20812.7,66463.8,0.313
llm-communication-20260507-142930.log,2026-05-07T14:29:30.029000,3,2,0,"{""deepseek-api|deepseek-chat"": 3}",1353.5,1353.5,1819,2.7,3.6,0.748
llm-communication-20260508-152629.log,2026-05-08T15:26:29.700000,6283,6283,0,"{""deepseek-api|deepseek-chat"": 6283}",1625,2177.4,186656,13680.8,40465.7,0.338
llm-communication-20260513-134405.log,2026-05-13T13:44:05.121000,1173,1173,0,"{""deepseek-api|deepseek-chat"": 1173}",1365,1530.3,3586,1795.1,6424.7,0.279
llm-communication-20260513-180446.log,2026-05-13T18:04:46.492000,252,251,0,"{""deepseek-api|deepseek-chat"": 252}",921,994.0,2459,249.5,277.7,0.899
